Influent NH4+-N,Influent TN,Influent Flowrate,DO of Zone 5,TN of Zone 5,COD of Zone 6,TN of Zone 6,DO of Zone 7,COD of Zone 7,TN of Zone 7,Effluent TN,Energy Consumption,External Carbon Source
44.9,71.4,23330,8.24,13.6,58.6,21.1,5.65,26.7,15.1,9.44,12840,3.65
57,58.4,23720,8.6,19.8,77.7,13.5,3.89,42.7,8.51,7.22,13340,5.94
29.1,37.4,38730,11.06,26.2,114,14.5,0.29,42.9,11.3,10.4,15140,4.11
27.1,36.1,45280,5.28,8.64,82.2,16.3,2.65,28.9,14.9,12.8,17340,4.11
27.8,30.3,41380,3.99,13.2,18.5,21.5,0.99,21.4,17.7,7.86,16140,1.94
27.7,38.8,45291,7.72,21.2,67.9,11.2,0.39,42.2,6.96,9.64,16800,2.28
22.9,33.9,41030,10.96,19.1,60.3,12.7,1.45,25.5,9.06,11.2,11580,1.82
31.5,37.8,35490,2.5,37.3,66,17.1,3.66,38.8,14.5,12.8,18020,3.65
45.2,69.3,31500,8.2,29.3,62.2,11.2,4.77,34.3,13.2,11.4,13160,3.19
18.4,39.4,47039,9.74,29.3,30.4,9.94,5.67,20.6,7.33,9.83,13840,2.28
28.7,30.9,10020,8.67,21.5,240,5.3,2.58,132,2.77,8.48,7540,0
23.2,23.3,45840,8.66,29.1,37.6,5.24,4.85,18.6,4.75,8.75,16120,2.19
26.6,33,47740,7.8,25,37.2,14,4.68,16.7,13.5,10.7,15640,1.82
38.9,41.1,23600,4.78,17.6,29.4,41.7,3.15,29.4,41.7,13.4,14580,3.87
22.6,25.6,35719,11.37,20,58.6,14.8,4.79,22.6,11.8,11.7,14180,2.74
34.1,35.2,41170,5.76,9.73,41.1,11.6,4.89,20.2,14,11.1,14100,2.28
27.8,34.8,43889,2.62,28.9,60.8,10.4,3.11,27,8.84,7.59,13960,4.11
30.2,31,26631,9.45,15,41.4,11,0.08,45.8,6.23,8.28,17200,3.2
35.7,38.3,42621,4.95,25.3,57.8,20.1,0.19,38.2,12.3,9.93,15600,3.65
28.2,34.2,47360,10.04,19.9,48.3,14.7,0.09,35.4,10.4,12.1,16400,3.19
22.3,29.5,53000,5.74,15.1,43,14.5,0.57,19.4,12.9,11.9,18260,2.28
40.1,41,43880,3.25,35.1,64.4,22.6,1.88,38.4,17.5,12.8,16640,4.11
23.1,27.9,28000,7.63,17.7,42.8,15.3,5.09,28.9,6.12,10.5,11720,2.53
19.7,23.7,40139,10.5,18.4,62.7,11.4,0.09,37.4,9.59,12.6,15500,3.19
30.1,32.8,19470,3.09,19.6,34.9,10.7,4.85,29.3,8.87,9.57,8720,2.27
25,31.9,48051,5.87,7.93,54.1,19,0.47,21.8,15.9,13.1,17640,3.66
33,33.8,17670,7.02,18.7,72.2,8.33,0.08,51.5,9.27,7.7,17750,1.83
31.8,47.1,33180,8.2,28.1,77,5.57,5.12,28.6,4.72,13.5,13780,2.28
27.7,32.4,10040,6.64,23.4,56.4,1.4,6.28,47,1.24,9.63,5820,3.71
19.9,26.1,47450,5.72,34.2,47.2,15.4,0.57,27,11.8,9.09,17260,2.74
51.1,55,27390,5.72,24,51.8,18.4,3.28,29.2,18.4,11.1,13680,13.89
28.2,29.3,46581,5.63,39.6,48,13.5,5.45,34.8,11.5,9.57,17840,3.19
47.6,77.7,22940,9.07,14.5,81,8.72,5.51,41.2,8.36,11.8,13220,3.66
43.7,58.9,34581,6.06,27.4,40.9,16.5,3.97,23.3,15.9,10.5,13700,3.19
34.6,37.1,45559,6.93,22.9,44.1,16.9,0.14,42.8,11.5,10,18950,3.19
17,22.7,47830,3.55,38.5,56,15.7,4.39,21,13.6,10.8,16920,2.74
24.3,32.5,40410,2.8,11.9,63.3,19,2.48,49.8,17,14.7,16800,1.99
20,22.9,10320,9.31,19.8,89.3,5.3,3.93,107,3.98,8.26,8380,0
44.8,46.4,33321,6.2,29.1,86.5,20.3,0.18,42.3,12.3,10.7,19300,2.74
21.1,26.7,49271,10.7,16.6,42.4,12.6,0.09,28.8,11.6,13.5,16220,2.74
25.5,36.8,47199,6.19,23.4,62.2,16.1,0.51,23.5,13.5,13.2,18760,4.11
29.1,32.8,23711,11.59,26.4,125,15.4,4.27,17.4,12.1,11,12740,3.65
29,29.7,41900,2.6,28.7,61.7,14.9,1.63,33.2,11.3,9.03,16620,3.65
26.6,33.1,52350,1.3,21.6,75.4,16.5,1.72,49.9,14.1,13.5,16900,3.02
28.5,36.1,41700,5.28,8.15,74.3,19.7,2.1,32,14.4,12.7,17140,3.2
23.8,33.8,45840,7.49,23.5,61.6,10.3,0.09,26.2,15.1,8.49,15820,3.66
45.5,56.7,26080,6.82,21.4,32,12.3,2.3,24.4,7.33,7.22,11820,11.7
34.2,36.7,39990,6.1,28,54,15.2,4.67,22,12.7,8.6,14080,1.82
35.1,41.1,34241,7.78,24.3,68.3,16,0.09,35.4,13.7,11.2,15880,3.19
25.5,31.9,40270,7.98,9.36,67.2,11,3.71,26.9,12.6,13.8,17300,3.65
20.8,22.1,42539,2.61,28.4,59.9,13.9,2.16,29.2,13.5,12.1,15780,4.11
39.4,42.7,37350,6.26,22.8,80.4,12.7,0.08,50.8,11.5,7.75,18300,3.07
17.2,22.8,45470,2.46,13.4,74.2,18.6,2.41,40.2,13.3,10.2,16240,2.16
30.7,36.2,36019,3.12,30.1,77.6,15.7,4.04,36.9,12,13.2,18000,3.65
37,51.7,29770,6.38,23.8,60.5,11,4.98,21,8.72,11.3,13860,2.74
18.1,27.5,47161,9.43,26.4,33.6,10.9,6.07,16.8,8.82,8.18,14100,1.82
32.3,43.7,23960,10.98,21.9,58.1,17.1,4.15,22.3,11.8,11.4,13080,3.19
16.5,20.6,47211,8.17,32.1,39.2,13,4.51,20,11.8,7.86,13800,1.82
17.3,21.9,38500,7.14,31.4,54,8.98,0.58,34.4,7.98,10.7,12140,2.74
17.3,21.4,39381,8.06,29.8,72.6,9.99,2.4,31.6,9.89,11.5,21440,2.28
24.2,26.9,43690,3.92,34.8,45.8,11.6,4.34,27.5,8.29,11.7,16180,2.28
43.4,54.7,26050,5.94,18.6,36.5,15,2.33,25,8.53,7.16,12960,12.43
45.5,48.6,27350,5.13,22.8,55,11.8,3.59,32.9,8.26,9.19,12700,13.89
40.5,42.2,35621,13.42,24.7,86.1,18,0.18,45.8,15.4,11,15850,3.65
13.9,17.4,47950,10.48,21.6,31.5,8.77,4.44,21.9,8.34,9.89,18060,1.37
38.8,52.2,32040,4.44,21.8,60.3,8.92,4.96,25.5,14.2,14.1,13500,3.19
21,34.6,43650,9.13,17.5,20.7,11.4,7.19,16.1,8.49,8.27,14760,0.45
48.4,71.5,23710,8.44,32.9,53.2,14.9,5.2,30.8,10.2,11.5,12900,3.19
46.2,48.1,33250,10.3,30.4,72.7,23.8,0.2,40.1,14,12.3,17350,4.11
53.4,56.1,23860,8.96,15.1,171,10.8,3.58,44,6.29,7.43,13580,0.91
38.5,39,25710,4.93,20.1,28.1,14.1,2.7,30.3,14.5,13.2,8540,2.58
28,32.7,45310,3.68,12.5,61.9,7.45,4.69,33.7,6.21,11.9,15460,2.58
36.8,40.9,26100,5.95,23.3,51.7,10.3,2.66,30.2,10.7,7.22,10540,13.16
27.3,53.1,38120,6.49,26.9,47.1,4.74,3.96,24.2,6.08,10.4,14040,2.74
22.3,23.9,68380,8.06,17.5,38.2,14.7,0.14,33.1,8.75,8.85,20800,2.28
10.3,17.4,52790,10.71,20.1,29.2,4.48,4.62,19.6,2.83,7.53,13280,2.74
25.1,29.4,54930,7.46,21.1,47.9,12.9,0.13,38.9,10.3,7.17,20100,2.74
34.9,38.2,58340,8.65,23.4,46.8,13.6,0.14,43,10.7,7.7,19950,2.28
14.1,24.1,49610,7.89,25,20.1,11.2,5.96,12.2,10.2,9.05,14120,0.91
15.7,18.9,34031,11.47,19.9,45.1,10.4,0.86,22.3,10.6,9.48,11560,2.28
38.8,40.5,32720,7.94,23.9,138,18.3,0.2,48.4,12,11.9,20000,4.56
45.6,71.2,32400,9.27,9.25,60.6,15.7,5.73,37.2,9.39,9.65,15860,3.19
25.8,34.6,45000,7.11,11,80,18.1,1.92,39.8,16.2,12.7,17620,4.11
37.7,47.5,42249,6.04,28.3,87.6,20.2,0.09,60.1,14.9,12.5,15500,3.07
43.7,76.3,33540,5.7,24.6,53.4,10.7,3.99,18.9,13.5,10.3,13700,3.65
30.5,30.8,24950,8.05,26.3,33.1,21,4.1,25.3,20.3,7.66,10100,2.46
38.5,39.1,39909,4.96,23.8,95.1,17.7,0.18,37.8,12,11.5,16500,3.65
16.3,19.9,41540,11.65,14.9,51.1,8.3,5.31,23.2,8.25,12.3,14140,2.28
24.4,31.7,56890,9.28,22.1,52.6,11.8,0.14,39.9,8.96,9.22,21000,3.19
28.5,32.7,50370,7.76,12.9,26.4,10.4,5.67,16.8,13.4,11.5,15100,1.82
21.8,27.1,43350,6.44,26.3,62.9,23.9,0.13,33.8,14.8,10.6,16960,2.28
56.4,60.7,27200,5.49,19.4,49.2,21.8,2.12,32.4,17.8,13,15660,14.62
26.7,30,38150,9.01,17.5,74.4,5.7,0.07,47.1,6.81,9.12,18300,3.19
26.1,29.1,47980,2.8,16.2,48.9,7.06,4.1,32.1,10.1,6.95,15940,2.74
27.7,33.1,43510,2.9,21.1,48.8,14.2,6.44,25,12.3,14.8,17740,2.28
34.8,50.5,29209,7.62,26.5,41.4,13.9,3.26,19.8,17.9,9.08,13740,3.65
15.4,24.5,47630,3.01,15.7,67.6,19.3,1.98,49.9,14.5,9.57,15860,2.61
27.7,29,11910,2.64,18.4,20.1,12.9,2.84,41.9,10.5,7.59,10100,2.57
22.8,27.3,34860,11.36,15.9,74.6,9.13,4.3,21.4,6.08,10.1,13140,1.83
13.3,18.9,45790,9.59,22.6,57.4,16.7,0.11,30.8,14.9,9.69,17140,3.2
54.6,55.8,27100,5.69,21.9,66.6,15.6,3.47,32.5,10.7,9.58,13300,14.25
32.2,41.8,23820,11.75,15.1,55.2,9.85,5.56,23.9,9.75,9.39,12600,2.28
21.6,24.2,49721,6.62,9.23,56.8,14.8,6.58,30.4,14.6,14.3,16300,2.74
56.6,59.1,27210,5.05,22.2,41.2,24.9,3.14,26,20.9,13,15480,14.4
25.4,28.1,46459,9.05,16.5,58.1,10.5,0.08,34.3,6.7,7.91,18650,2.28
26.8,25.3,31140,9.44,16.6,65.6,8.64,0.08,44,6.02,7.17,17600,2.74
30.9,34.8,47851,5.07,35.9,49.7,10.6,5.89,26.4,10.2,12,17040,2.74
24.2,28.9,45040,6.58,23.5,70.2,16.2,2.21,28.1,12.9,14.2,17420,3.66
26.9,36.1,38170,0.42,8.77,82.6,23.1,2.44,31.3,23.2,10.3,15660,2.52
31.1,52.5,37400,6.1,25.1,55.5,8.56,6.3,19.4,12.2,13.2,13620,2.28
28.1,34,27480,11.07,24.8,67.6,19.8,5.26,22.3,12.9,7.89,13620,1.83
36.7,46.6,39401,5.81,30.5,75.2,17.4,0.09,59.6,16.9,12.3,15000,3.2
36.9,40.5,46621,8.1,24.1,56.5,16,0.15,39.9,12,11,16550,3.65
21.4,24.9,42121,10.73,25,60.2,10.9,4.43,10.3,8.98,8.46,13320,3.19
24.7,30.2,45060,6.67,19.9,52.5,16.9,2.95,20.4,13.8,11,14560,3.19
25.7,29.1,40389,11.03,14.2,34.5,9.96,5.25,17.2,7.32,11,13560,1.82
45.9,49.4,23550,9.78,14.7,112,8.92,5.06,34.6,6.7,8.77,12620,4.56
34.9,56,34091,9.89,27.5,82,21,0.18,41.4,11.1,10.4,15460,3.2
40.9,45.1,31760,7.59,31.7,51,22.4,0.19,36.3,14.3,11.7,20350,2.74
24.1,26.7,39150,7.45,22.7,66.6,10.2,0.09,38.2,11.4,7.33,20400,2.74
30.5,31.3,68670,7.4,19.1,45.1,9.96,0.14,41.4,10.9,7.02,20750,4.11
32.9,34.3,33779,5.86,25,67,9.33,0.08,39.9,8.49,7.44,19450,2.28
28.6,31.5,37220,2.3,16,57.9,17.4,1.27,31.5,14.9,9.99,16140,4.56
32.5,34.4,34091,9.18,24,88,16.2,0.1,45.3,9.38,10.2,14700,2.74
27.4,29.9,66460,7.55,18,37.6,11.6,0.14,41.1,9.64,7.7,20850,3.19
8.53,16.7,44900,10.57,20.1,58.2,8.46,4.73,30.3,6.91,9.08,15340,3.66
49.23,63,29610,8.71,32.7,67.3,10.5,5.15,27.3,10.4,11.4,13240,3.65
33,37.6,46840,12.03,24.8,59.9,16.2,0.15,43.7,11.8,11.4,16150,2.74
33,35.3,42231,6.36,16,68.2,18.5,4.86,32.6,16.2,14.3,16600,2.74
16.1,20.8,48540,1.26,9.71,76.4,11.3,3.94,29.8,9.62,12.7,15500,2.42
31.1,42.4,35100,5.79,16.9,55.6,9.03,5.29,30.8,14,15,13960,3.65
21.9,26.9,37070,3.34,22.1,46.9,19.3,1.85,42.6,14,14.2,16220,2.59
30.8,33.7,38590,7.19,26.4,37.6,11.9,3.96,20,11.7,8.39,13140,2.28
36.9,40.2,57050,10.08,23.6,45.4,16.9,0.17,39.8,11.4,11.1,19950,3.19
22.8,27.6,49190,8.03,28.1,46.2,7.74,4.53,27.7,11.4,10.7,14460,3.19
21.2,27.1,43691,10,29,47,10.2,0.56,28,9.51,9.99,17240,2.28
48.4,83.2,22720,9.17,16.3,90.5,17.1,5.13,40.1,12.4,9.08,12680,3.65
48.8,76.7,26100,8.62,12.8,48.5,19.7,5.97,33.1,9.34,9.44,11120,2.28
37.8,48.9,38630,7.17,14.4,65.8,8.87,4.21,24.4,8.72,12.4,13260,2.28
50.6,59.1,23230,8.66,24.8,66.1,11.4,5.63,28.2,11.7,12,12940,3.65
26.7,42.2,40120,6.06,27.1,68.3,16.3,1.33,26,14.3,12.5,14220,2.74
51.1,52.1,30310,9.1,27.8,143,20.7,0.2,50,12.8,11,20350,3.65
26.3,32.8,47549,9.46,22.6,58.6,17.4,0.09,35.4,10.9,11.7,16060,4.11
36.2,38.4,42510,2.82,12.8,49,17.6,2.47,23.4,12.5,9.89,14260,2.14
18.6,19.4,52104,5.32,23.7,48.5,4.87,4.54,37,3.91,8.02,17640,3.65
26.1,30.3,31310,3.76,23.3,60.1,15.5,6.04,28.3,14.9,14,16760,2.74
39.7,40.6,40480,5.54,20.2,23.8,11.4,5,23.8,9.19,9.3,12200,2.25
24.2,30.4,47680,2,31.2,35.7,16.5,4.86,15.5,14.8,10.3,17560,2.28
37.5,57.4,33220,2.04,23.4,38.4,14.4,4.74,21.6,14.8,11.9,13340,1.82
39,49.9,32060,5.22,23.8,32.1,21,3.39,17.2,19.5,8.2,14020,2.28
14.5,22.2,48010,9.29,17.2,47.1,5.88,5.78,21.9,7.55,9.38,14520,3.19
27.5,34.6,47841,6.23,26.8,72.3,10.4,0.35,46.4,14.1,9.33,14140,2.74
21.1,28.4,27460,11.21,21.7,47.5,14.1,5.3,22.9,14.4,9.54,14040,2.74
25.7,27.4,43231,8.1,36.9,34,10.2,6.77,16,11,9.89,13000,2.28
31.2,33.1,45620,1.49,9.71,84.6,9.3,4.06,34.7,6.53,10.2,16680,2.01
32.1,32.4,40159,6.51,16.7,74,20,1.14,36.2,18.2,14.1,16420,2.74
52.8,54.9,23700,8.98,20.3,131,10.8,4.12,39.4,7.49,8.25,12820,2.28
20,23.4,43959,9.09,37.5,29.2,10.5,7.42,17.5,10.6,9.89,15540,2.74
29.4,32.2,32000,1.01,27.9,40.9,11.7,5.01,19.8,13.4,12.3,13560,2.28
31.1,35.4,45240,7.12,26,87.6,13.5,4.99,25.2,10.3,7.38,14060,3.19
40,42.4,28600,8.76,30.8,54.6,10.2,4.85,22,9.08,9.6,13260,3.19
11.5,14.5,45450,9.26,33.2,45.5,12.3,5.88,24.6,12,13.1,17260,2.74
34.6,41.9,40021,7.87,26.4,52,13.6,3.71,22.4,14.1,10.7,13900,2.74
33.9,36.9,43921,3.41,32.6,66.6,16.8,1.76,30.4,13.1,11.9,16860,4.56
49.1,49.4,30789,5.98,26.9,52.2,20.9,0.19,41.5,13.1,10.5,19300,3.65
24.2,38.2,40750,4.75,20.4,30.3,11.9,5.43,18.6,14.1,13.2,13360,1.37
28.1,30.8,61320,7.74,19.1,48.7,11.6,0.13,24.4,8.38,6.54,20450,3.19
35,37.8,54941,8.31,22.2,48.1,12.3,0.14,36.5,9.64,7.59,19600,2.74
7.26,10.1,49220,9.42,14.3,41.9,9.01,0.08,35.4,7.49,7.23,18600,1.37
22.2,26.6,43830,5.96,43.5,59,13.6,3.27,32.2,10.3,10.3,17980,3.19
37.5,47.9,33760,9.67,29.8,85.8,19.5,0.12,44.4,11.8,10.9,15520,3.2
38.9,39.3,50310,15.04,22.3,66.7,17.8,0.34,44.5,13.2,10.5,16300,4.56
41.2,42.8,33710,8.94,24.5,82.6,20.5,0.19,39.2,12.6,10.7,18350,3.65
30.9,33.9,36690,3.94,29.6,79.8,16.9,4.91,31.8,12,14.5,18040,4.11
27.2,30.1,34010,6.16,22.6,71.2,13.2,0.08,42.4,11,9.43,17750,2.28
31.3,63.6,37860,7.13,24.9,42.7,12.6,4.76,25.3,10.9,8.2,14020,0.45
19.5,24.7,41519,10.51,24.1,54.1,11.3,3.92,22.2,9.65,6.86,13580,2.74
11.1,15.6,68640,14.74,13.1,44.5,6.75,0.08,33.2,5.34,7.75,22100,4.56
26.1,42.8,39881,8.81,23.4,34.4,10.9,8.46,13.3,12.7,12.3,13500,2.28
30.8,37.1,39760,4.15,8.7,60.8,14.6,3.15,28.1,13.6,13.8,16820,3.19
34.2,37.8,54160,15.44,23.8,52.3,19.1,0.48,44.1,14,8.97,16650,2.74
27.1,55.2,41660,6.03,25.6,28.6,9.6,6.65,18.6,12.8,12.5,13340,1.37
24.1,27.7,27531,11.03,23.5,65.2,18.1,5.14,19.9,14.9,9.03,13740,2.74
22.8,33.8,41781,5.22,25.4,69.1,12.8,6.29,24.4,13.3,14.2,16900,2.74
25.8,33.4,45520,7.17,8.98,50.4,15.9,4.74,27.5,14.5,13.4,16700,2.74
13.4,17.6,43760,8.64,32.2,40.4,8.55,7.2,21.4,10.3,10.3,16780,1.37
36.2,42,27360,4.74,19.3,54.6,14.7,4.52,25.6,15.3,14.4,13780,1.82
23.4,34.4,44470,9.48,25.5,37.6,9.04,7.11,27.2,7.15,8.16,13820,3.19
31.4,33.4,48350,8.82,23.3,40.7,18.8,0.15,42.4,13,10.3,16650,3.19
20.8,23.8,36620,3.47,31.9,70.4,15.2,7.86,33.6,12.5,12.3,16960,3.65
23.8,28.9,33060,8.84,17.4,56.4,9.33,0.08,41.2,8.22,9.8,18050,3.19
55.2,57.2,23110,8.88,16.7,80.3,14,5.23,37.5,7.48,10.4,13440,1.37
16.6,18,49970,2.47,12.9,77.2,15.5,2.17,63.9,12.2,13.8,15920,1.99
28.9,32.5,40141,4.28,27.3,68.8,18.3,3.59,30.4,17.3,10.7,13880,2.28
29.5,35.8,37260,6.98,18.2,75,8.25,3.72,30.6,10.6,12,13900,2.74
56,61.9,27100,5.16,22.8,41.6,28.2,3.14,34,23.6,15,15720,14.62
41.6,58.2,27000,4.48,33.2,87.1,15.9,0.09,43.1,13.5,12.1,15440,3.19
9.6,15.9,38220,10.55,19.9,67.6,12,4.94,28.8,13.8,8.2,15180,3.19
52,52.7,29630,9.15,29.3,136,21.8,0.2,47.9,13.7,11.2,20950,3.65
47.7,48.9,11540,10.41,15.9,150,10.3,0.21,63.4,5.68,14.5,14850,2.74
49.1,53.3,6510,9.98,16.9,143,8.86,0.21,66.7,5.74,15,14700,2.74
49.7,50.4,20310,10.73,25.8,115,15.4,1.55,48.4,13.9,13.5,15700,3.2
39.6,40.4,15580,10.22,16.8,118,12.8,0.21,56.3,7.36,14.3,15000,2.74
25.1,26.4,28041,11.46,15.6,106,11.2,0.24,52.4,14,13,14500,4.11
39.9,40.8,16460,9.19,22.7,110,8.05,0.36,41.2,6.72,10.5,15350,2.74
33.3,35.1,49110,7.52,28.1,102,24.4,0.98,45.3,17.4,12.8,21100,2.74
32.8,34.1,49810,6.06,19.2,42.9,16.1,6.31,39.2,14.6,14.5,21900,2.74
27.1,28.5,50780,7.71,22.1,61.6,15.5,0.82,40.5,11.8,9.33,19350,4.11
35.3,36.9,41710,6.91,18.1,72.2,12.8,1.52,45.2,11.9,12.4,21100,2.74
28.4,29.2,50600,8.1,21,67.8,16.7,1.84,38.7,11,7.59,14850,3.65
35.4,39.3,51299,7.36,24.1,69.5,19.3,1.2,38.3,12.3,10.7,20750,2.74
33.1,34.9,50380,6.97,25.7,72.9,20.9,1.29,37,13.3,9.85,19650,6.57
27.3,30,50560,9.7,20.7,56,11.7,0.25,43.7,8.57,9.39,19400,4.82
34.3,35.6,40979,9.41,13.8,58.3,11.2,0.22,50.2,8.23,5.33,20900,2.19
27,29,16299,9.61,21.6,134,19.1,1.34,53.9,15.1,11.4,16000,3.65
32.7,34.3,51610,7.26,25.3,84,21.4,0.25,45.2,16.3,13.8,21800,3.2
26.2,27.1,50960,9.27,20.3,68,15.7,0.91,36.8,10.7,7.82,19000,4.56
33.1,36,50981,7.33,25.7,68.9,20.9,0.64,43,13.9,10,20650,4.11
53.7,53.8,29630,9.09,31.9,87.8,29.1,0.2,42.8,16.4,10.7,21800,4.11
46.2,47.3,19701,10.51,32.2,124,20.1,1.04,48.2,13.6,8.63,19400,3.65
39.9,42.8,27700,10.91,15.7,88.3,13,0.22,44.4,10.6,7.47,19000,4.38
27.7,29.2,37789,9.7,14.7,76.1,12.1,0.22,39.8,8.98,9.04,21900,4.82
35.3,35.9,24159,10.77,27.5,129,17.9,0.29,69.5,13,13.3,15850,2.19
34.8,36.6,41510,6.67,23.6,65.2,13.1,0.46,42.6,10.1,12.9,21350,3.66
23.9,25.5,41130,9.85,11.4,131,8.57,0.23,49,7.01,6.89,17250,4.56
22.1,23.4,23950,11.8,16.5,139,13.2,0.29,54.8,11.4,11.9,15500,3.19
42.9,44.2,16059,8.83,23.1,192,10.4,0.22,40.9,4.98,4.98,15150,3.2
50.5,51.8,23160,9.95,32.6,160,21.5,0.2,47.5,16.1,14.1,21150,4.56
59.8,61.1,24060,10.93,28.6,130,19.4,0.57,41.4,13,8.46,19400,3.65
52.6,53.5,310,10.2,33.5,146,25.3,0.2,70.9,18.3,15,13050,2.28
52.5,54.2,31030,8.97,31.5,105,25.5,0.2,44.6,14.7,11.6,21150,3.65
22.1,23.4,36630,10.48,12.7,63.8,8.86,0.23,51.8,6.72,10,14550,3.19
38.8,39.3,50390,7.18,25.7,72,25.6,1.04,43.6,17.9,14.8,22100,3.19
53.4,57.2,25120,9.31,33.1,132,25.9,0.2,47.5,16.5,13.2,21350,3.65
37,37.3,50730,7.05,26.2,79.2,21,0.91,39.2,16.3,14.8,22500,3.2
44.2,45,24161,0.21,23.5,71.3,12.9,9.42,39.3,7.71,4.75,18850,3.65
39.7,43.6,41642,6.79,20.6,67.2,19.2,1.03,45.6,13.6,11.8,21000,3.19
33.1,34.4,25881,9.27,16.5,49.2,15.3,0.22,41.6,11.5,9.33,22600,2.63
40.2,40.8,19350,9.52,16.1,49,14,0.22,42.8,10.8,6.26,22100,3.95
51.7,57.1,23750,9.65,32,109,23.8,0.2,42.6,17.2,14.1,20550,4.56
38.2,39.4,19090,10.43,28.5,156,21.3,0.73,59,16.5,2.2,17000,4.56
35.4,37.2,36031,9.38,14.4,49.4,12.4,0.22,43.3,11.1,5.45,22500,6.57
46.5,47.7,24469,10.83,30,123,23,1.58,49.5,16.2,11.5,19350,3.65
52.2,54.2,22090,9.61,27.2,128,21,0.21,47.3,9.15,6.43,20050,3.19
45.9,46.2,19160,11.5,25.5,141,11.1,0.25,50,11.7,14.5,15850,3.65
35.3,36.2,15021,9.24,27.5,120,18.5,0.23,51.7,15,13.3,15050,3.66
41.4,43.6,51250,7.11,27.3,71.1,22.1,0.23,41.9,15.3,11.7,20900,2.74
55.1,56.6,20879,9.07,31.6,114,24,0.27,50.3,14.2,8.34,18650,3.19
39.9,42.3,41870,9.24,16.3,115,14.7,0.22,48.4,11.4,8.29,17200,3.65
18.1,21.6,21809,10.19,13,82.7,11.2,0.23,49.6,10.3,9.15,16400,4.56
25.9,26.9,56430,8.59,17.8,53.1,15.2,0.22,45.3,12.9,10,21100,3.19
42.5,44.5,34929,8.25,21.2,57.1,17,0.22,48.6,14.2,9.44,20750,3.19
26.7,27.8,58300,6.56,16.3,45.9,12.9,0.23,35.4,10.7,10.5,20750,4.11
17.8,24.2,60030,6.96,14.3,50.2,10.2,0.23,34.8,8.63,11.8,20450,3.19
44.5,45.5,19951,10.11,23.4,129,21.3,0.81,55.9,18.16,12.7,16300,4.56
24.7,26.9,15941,10.45,11.9,76.6,8.69,0.23,49.6,7.3,9.91,14450,2.74
17.9,22.8,50870,7.96,16.5,42.7,12.7,0.71,35.4,10.2,8.75,19100,3.19
49.7,47.2,24030,9.06,23,101,12.6,0.22,48.8,8.17,5.68,19100,4.11
31.6,35.8,40960,10.18,14.6,70.2,12.3,0.23,44.9,9.44,9.39,14850,3.19
23.3,26.2,30379,10.54,16.6,129,14.1,0.23,47.7,12.2,12.3,13900,3.19
23.6,26.5,11899,9.52,17.5,60.1,12.2,0.23,16.5,9.97,10.3,20750,3.19
26.5,29,51470,6.96,15.7,57.4,13.2,0.23,45.7,11.6,8.05,20650,3.19
22.3,30.2,5780,8.54,14.4,128,9.29,0.21,49,10.4,13.7,14250,5.02
12.2,31.9,58740,8.02,10.7,42,9.1,0.23,43.6,9.27,9.44,20350,3.19
43.9,45.2,21320,8.52,20.8,47.2,17.4,0.27,44.4,14.4,9.68,21300,2.74
35.9,37.1,43591,8.14,19.4,49.8,15.2,0.22,46.7,11.8,9.39,21000,4.56
42.8,43.3,33930,9.1,17.3,42.5,14.9,0.22,41.5,11.8,9.1,20250,3.19
32.8,36.7,41770,9.88,16.2,112,13.3,0.22,50.2,12.3,7.47,19000,3.65
22.1,27.9,54190,5.99,15,42,11.8,0.23,37.1,11,8.17,21150,2.74
56,57.1,24029,10.03,28.1,120,17.6,1.03,42.9,10.8,6.66,19650,4.11
18.7,19.6,49990,9.38,16.7,48.2,12.5,0.64,32.1,10.2,9.73,19400,3.95
35.7,37.4,40390,8.68,16.7,40.6,11.1,0.22,39.4,10,9.1,21100,4.11
26.2,29.4,50981,10.91,17.9,54.4,11.7,0.98,32.1,8.46,9.91,20050,2.74
24.8,26.9,36671,10.24,13.7,145,11.8,0.23,47.5,9.27,10.6,13900,3.65
47.5,53,22941,9.89,30,109,21.8,0.92,41.8,12.2,6.84,18700,2.74
18.7,57.1,21320,8.28,16.2,136,17.8,0.2,43.1,14.8,14.6,10750,2.74
24.8,37.4,24029,9.11,17.4,78.9,23.4,0.26,39.3,16.6,14.3,9650,2.28
48.5,56.8,22810,6.39,21.8,61.7,20,0.18,41.4,15.4,13.6,12600,2.28
48.9,51.2,37800,3.64,29.6,144,17.6,0.48,41.1,13.5,12.1,12600,2.28
25.5,30.6,35299,9.15,17.8,55.2,17,1.48,41,12.6,11.5,13000,3.66
25.5,31.8,44610,9.37,29.8,51.1,16.4,2.09,39,11.8,11.3,13140,3.65
28.2,36.7,43670,4.25,22.5,56.4,15.6,2.63,37.7,11.6,9.8,13340,1.37
22.1,29.1,22090,6.65,14.5,93.9,14.3,2.86,37.3,11.5,9.39,13900,5.36
25.9,49.3,34929,11.6,24.5,62.6,14.2,3.98,32.6,10.7,9.32,13980,3.2
26.1,49.5,36830,2.37,16.5,10.9,13,4.12,31.4,10.4,9.06,14360,3.2
26.5,29.8,36021,9.58,19.2,47.9,12.7,4.22,30.2,10,9.03,14460,0.46
